Study,Observation,Title1,Journal1,Year1,Title2,Journal2,Year2,Title3,Journal3,Year3,Category,Country,Latitude,Longitude,Elevation,MAT,MAP,AI,AI_type,Clay,Sand,Silt,SOC,TN,CN,pH,Biomes,Sample_depth,Depth,Type,Duration,Duration_type,Magnitude,Magnitude_type,N_C,N_T,Microbical_types,Richness_RR,Richness_RR_var,Shannon_RR,Shannon_RR_var,SWC_RR,SWC_RR_var,pH_RR,pH_RR_var,ST_RR,ST_RR_var,SOC_RR,SOC_RR_var,DOC_RR,DOC_RR_var,NH4N_RR,NH4N_RR_var,CN_RR,CN_RR_var,MBC_RR,MBC_RR_var,MBN_RR,MBN_RR_var,Beta_RR,Beta_RR_var,Comp_RR,Comp_RR_var,Method
19,127,Ecological clusters based on responses of soil microbial phylotypes to precipitation explain ecosystem functions,SOIL BIOLOGY BIOCHEMISTRY,2020,,,,,,,Field,China,43.63,116.7,1184,0.9,334,0.2595,Dryland,20.8,52.25,26.95,14.4,2.875,5.008695652,8,Grassland,0_15,A,P+,3,B,17,A,6,6,Fungi,,,0.030271685,0.00550330112509438,0.075680092,0.00828125812762883,,,,,,,,,,,,,,,,,0.113358035,0.535419629297972,-0.006348638,0.559876195992135,PCoA
19,128,Ecological clusters based on responses of soil microbial phylotypes to precipitation explain ecosystem functions,SOIL BIOLOGY BIOCHEMISTRY,2020,,,,,,,Field,China,43.63,116.7,1184,0.9,334,0.2595,Dryland,20.8,52.25,26.95,14.4,2.875,5.008695652,8,Grassland,0_15,A,P+,3,B,33,C,6,6,Fungi,,,0.000412918,0.00732211021441618,0.055253074,0.010871503680676,,,,,,,,,,,,,,,,,0.209257357,0.551990679651836,-0.038430296,0.535606765302329,PCoA
19,129,Ecological clusters based on responses of soil microbial phylotypes to precipitation explain ecosystem functions,SOIL BIOLOGY BIOCHEMISTRY,2020,,,,,,,Field,China,43.63,116.7,1184,0.9,334,0.2595,Dryland,20.8,52.25,26.95,14.4,2.875,5.008695652,8,Grassland,0_15,A,P+,3,B,50,C,6,6,Fungi,,,0.017729392,0.00604131837506263,0.080933049,0.00739132570381692,,,,,,,,,,,,,,,,,0.289937521,0.528237290551543,-0.067801329,0.579362164200987,PCoA
19,130,Ecological clusters based on responses of soil microbial phylotypes to precipitation explain ecosystem functions,SOIL BIOLOGY BIOCHEMISTRY,2020,,,,,,,Field,China,43.63,116.7,1184,0.9,334,0.2595,Dryland,20.8,52.25,26.95,14.4,2.875,5.008695652,8,Grassland,0_15,A,P+,3,B,67,D,6,6,Fungi,,,-0.071272815,0.010025779107939,0.134280527,0.00689279044043126,,,,,,,,,,,,,,,,,0.17945046,0.554743212198047,-0.074276188,0.585954803126778,PCoA
20,131,Effect of Alteration in Precipitation Amount on Soil Microbial Community in a Semi-Arid Grassland,FRONTIERS IN MICROBIOLOGY,2022,,,,,,,Field,China,42.03,116.27,1343,2.1,383,0.3266,Dryland,17.2,56.05,26.75,16.3,1.6,10.1875,7,Grassland,0_20,B,P-,4,C,60,D,5,5,Bacteria,-0.110512573,8.31872887994827e-06,,,-0.207639365,0.00767410549186391,0.028170877,0.00174672461577223,0.044171218,0.0017670165912519,,,,,-0.105360516,0.0115644444444444,-0.01323918,0.00308056647240191,,,,,-0.574695583,4.74556444413708,0.910443893,2.7175150716344,NMDS
20,132,Effect of Alteration in Precipitation Amount on Soil Microbial Community in a Semi-Arid Grassland,FRONTIERS IN MICROBIOLOGY,2022,,,,,,,Field,China,42.03,116.27,1343,2.1,383,0.3266,Dryland,17.2,56.05,26.75,16.3,1.6,10.1875,7,Grassland,0_20,B,P+,4,C,60,D,5,5,Bacteria,-0.033719763,6.59238686917085e-06,,,0.184922338,0.00812374326667651,0.028170877,0.00174672461577223,0.012820688,0.00147031140419765,,,,,0.09531018,0.0100952066115702,-0.035544937,0.00321982495345092,,,,,-1.015634752,3.99754015734902,0.402796372,2.46803274826317,NMDS
20,133,Effect of Alteration in Precipitation Amount on Soil Microbial Community in a Semi-Arid Grassland,FRONTIERS IN MICROBIOLOGY,2022,,,,,,,Field,China,42.03,116.27,1343,2.1,383,0.3266,Dryland,17.2,56.05,26.75,16.3,1.6,10.1875,7,Grassland,0_20,B,P-,4,C,60,D,5,5,Fungi,-0.0814997,5.13509645808462e-05,,,-0.207639365,0.00767410549186391,0.028170877,0.00174672461577223,0.044171218,0.0017670165912519,,,,,-0.105360516,0.0115644444444444,-0.01323918,0.00308056647240191,,,,,0.500186166,0.720237951438003,-0.017210476,0.889921598390905,NMDS
20,134,Effect of Alteration in Precipitation Amount on Soil Microbial Community in a Semi-Arid Grassland,FRONTIERS IN MICROBIOLOGY,2022,,,,,,,Field,China,42.03,116.27,1343,2.1,383,0.3266,Dryland,17.2,56.05,26.75,16.3,1.6,10.1875,7,Grassland,0_20,B,P+,4,C,60,D,5,5,Fungi,-0.017540999,6.51308968424677e-05,,,0.184922338,0.00812374326667651,0.028170877,0.00174672461577223,0.012820688,0.00147031140419765,,,,,0.09531018,0.0100952066115702,-0.035544937,0.00321982495345092,,,,,-0.124115595,0.687717735809368,-0.141015677,0.860164642055343,NMDS
21,135,Effects of Short-Term Warming and Altered Precipitation on Soil Microbial Communities in Alpine Grassland of the Tibetan Plateau,FRONTIERS IN MICROBIOLOGY,2016,,,,,,,Field,China,37.5,101.2,3260,-1.5,501.3,0.4559,Dryland,18,41,41,56.7,9.8,5.785714286,7.68,Grassland,0_5,A,P-,1,A,50,C,6,6,Bacteria,0.027893523,3.47604337329219e-05,,,-0.575364145,0.00239788700974217,0.019342963,0.00123044144844794,,,,,-0.076200461,7.47947674684331e-05,-0.043802623,0.00384386912360053,-0.026599649,0.00548688171571767,,,,,,,,,
21,136,Effects of Short-Term Warming and Altered Precipitation on Soil Microbial Communities in Alpine Grassland of the Tibetan Plateau,FRONTIERS IN MICROBIOLOGY,2016,,,,,,,Field,China,37.5,101.2,3260,-1.5,501.3,0.4559,Dryland,18,41,41,56.7,9.8,5.785714286,7.68,Grassland,0_5,A,P+,1,A,50,C,6,6,Bacteria,0.040755437,2.26740927231276e-05,,,0.167328772,0.000900939554601242,0.011650617,0.00164959207777137,,,,,-0.055880458,9.01120063008741e-05,-0.038839833,0.00472960908268371,-0.111810711,0.00614984211279363,,,,,,,,,
21,137,Effects of Short-Term Warming and Altered Precipitation on Soil Microbial Communities in Alpine Grassland of the Tibetan Plateau,FRONTIERS IN MICROBIOLOGY,2016,,,,,,,Field,China,37.5,101.2,3260,-1.5,501.3,0.4559,Dryland,18,41,41,56.7,9.8,5.785714286,7.68,Grassland,0_5,A,P-,1,A,50,C,6,6,Fungi,0.119602872,0.000152905123774453,,,-0.575364145,0.00239788700974217,0.019342963,0.00123044144844794,,,,,-0.076200461,7.47947674684331e-05,-0.043802623,0.00384386912360053,-0.026599649,0.00548688171571767,,,,,,,,,
21,138,Effects of Short-Term Warming and Altered Precipitation on Soil Microbial Communities in Alpine Grassland of the Tibetan Plateau,FRONTIERS IN MICROBIOLOGY,2016,,,,,,,Field,China,37.5,101.2,3260,-1.5,501.3,0.4559,Dryland,18,41,41,56.7,9.8,5.785714286,7.68,Grassland,0_5,A,P+,1,A,50,C,6,6,Fungi,0.074985807,0.000151033438633252,,,0.167328772,0.000900939554601242,0.011650617,0.00164959207777137,,,,,-0.055880458,9.01120063008741e-05,-0.038839833,0.00472960908268371,-0.111810711,0.00614984211279363,,,,,,,,,
22,139,Increased precipitation alters the effects of nitrogen deposition on soil bacterial and fungal communities in a temperate forest,SCIENCE OF THE TOTAL ENVIRONMENT,2024,,,,,,,Field,China,31.82,114.06,221,15.2,1119,0.9421,Humid,17.5,48.8,33.7,31.05,8,3.88125,4.62,Forest,0_10,A,P+,6,C,30,B,4,4,Bacteria,-0.001052849,4.15308974690616e-06,0.004905979,0.000601396137685723,0.090806448,0.00359135063594017,-0.033006296,0.00501523608444614,,,,,-0.388133652,0.000195826299683119,-1.650108952,0.0179156414229205,-0.078286125,0.00744269925465827,,,,,1.040167163,1.87953482980841,-0.016651048,1.27848488163615,PCoA
22,140,Increased precipitation alters the effects of nitrogen deposition on soil bacterial and fungal communities in a temperate forest,SCIENCE OF THE TOTAL ENVIRONMENT,2024,,,,,,,Field,China,31.82,114.06,221,15.2,1119,0.9421,Humid,17.5,48.8,33.7,31.05,8,3.88125,4.62,Forest,0_10,A,P+,6,C,30,B,4,4,Fungi,0.049596941,2.41407775254459e-05,0.080580487,0.0057690454567251,0.090806448,0.00359135063594017,-0.033006296,0.00501523608444614,,,,,-0.388133652,0.000195826299683119,-1.650108952,0.0179156414229205,-0.078286125,0.00744269925465827,,,,,0.583384256,0.571273467843214,-0.023823418,0.716138844142065,PCoA
22,141,Increased precipitation alters the effects of nitrogen deposition on soil bacterial and fungal communities in a temperate forest,SCIENCE OF THE TOTAL ENVIRONMENT,2024,,,,,,,Field,China,31.82,114.06,221,15.2,1119,0.9421,Humid,17.5,48.8,33.7,31.05,4.4,7.056818182,4.29,Forest,0_10,A,P+,7,D,30,B,4,4,Bacteria,0.100170053,1.0724654102236e-05,0.035801489,0.00196585075544365,-0.067365532,0.00401911731692398,0.004651171,0.0035192440686936,,,,,-0.132791474,0.000841528667265815,-0.123323216,0.0567685638983853,-0.123481057,0.0128957184958498,,,,,0.665386482,3.88009784012503,0.629984224,1.99955684772491,PCoA
22,142,Increased precipitation alters the effects of nitrogen deposition on soil bacterial and fungal communities in a temperate forest,SCIENCE OF THE TOTAL ENVIRONMENT,2024,,,,,,,Field,China,31.82,114.06,221,15.2,1119,0.9421,Humid,17.5,48.8,33.7,31.05,4.4,7.056818182,4.29,Forest,0_10,A,P+,7,D,30,B,4,4,Fungi,-0.014610223,1.1071604667782e-05,0.026821531,0.00720947684884883,-0.067365532,0.00401911731692398,0.004651171,0.0035192440686936,,,,,-0.132791474,0.000841528667265815,-0.123323216,0.0567685638983853,-0.123481057,0.0128957184958498,,,,,0.519371799,0.4441396212018,0.71598334,0.339143793502354,PCoA
23,143,Interactive effects of nitrogen fertilizer and altered precipitation on fungal communities in arid grasslands of northern China,JOURNAL OF SOILS AND SEDIMENTS,2020,Response of bacterial communities and plant-mediated soil processes to nitrogen deposition and precipitation in a desert steppe,PLANT AND SOIL,2020,Effects of Water and Nitrogen Patterns on Plant Community Characteristics and Soil Microbial Communities in Desert Steppe PhD thesis,Inner Mongolia Agricultural University,2022,Field,China,42.77,112.67,1103,4.9,204,0.1201,Dryland,18.95,48.65,32.4,9.15,1.31,6.984732824,8.1,Grassland,0_10,A,P-,5,C,50,C,4,4,Fungi,,,0.046520016,0.0021245104102247,,,,,,,,,,,,,,,-0.151766409,9.42673639861251e-05,-0.328068005,0.00342804033047823,0.242709423,0.277281075498872,0.644579969,0.179655456355231,PCoA
23,144,Interactive effects of nitrogen fertilizer and altered precipitation on fungal communities in arid grasslands of northern China,JOURNAL OF SOILS AND SEDIMENTS,2020,Response of bacterial communities and plant-mediated soil processes to nitrogen deposition and precipitation in a desert steppe,PLANT AND SOIL,2020,Effects of Water and Nitrogen Patterns on Plant Community Characteristics and Soil Microbial Communities in Desert Steppe PhD thesis,Inner Mongolia Agricultural University,2022,Field,China,42.77,112.67,1103,4.9,204,0.1201,Dryland,18.95,48.65,32.4,9.15,1.31,6.984732824,8.1,Grassland,0_10,A,P+,5,C,50,C,4,4,Fungi,,,-0.097980408,0.00540827311316684,,,,,,,,,,,,,,,0.393355848,6.80777602527931e-05,0.490703024,0.00219065610541431,-1.038096789,0.158393222614431,0.038333107,0.134208706577136,PCoA
24,145,Nitrogen deposition and precipitation induced phylogenetic clustering of arbuscular mycorrhizal fungal communities,SOIL BIOLOGY BIOCHEMISTRY,2017,,,,,,,Field,China,42.03,116.28,1342,2.1,385.5,0.3259,Dryland,17.45,55.9,26.65,17.9,2.285,7.833698031,8.15,Grassland,0_15,A,P+,7,D,50,C,4,4,Fungi,-0.015086699,0.000160048557320747,-0.056618894,0.00381889537311554,,,,,,,,,,,,,,,,,,,-1.129265064,1.33880206751736,0.588161866,0.628171149500083,PCA
25,146,"Plant property regulates soil bacterial community structure under altered precipitation regimes in a semi-arid desert grassland, China",JOURNAL OF ARID LAND,2023,Effect of controlled precipitation on soil bacterial community in desert steppe of western Loess Plateau Master thesis,Northwest Normal University,2021,,,,Field,China,36.22,103.78,1941,8.4,263,0.2799,Dryland,21.15,33.5,45.35,12.72,1.78,7.146067416,8.47,Grassland,0_10,A,P-,7,D,40,C,3,3,Bacteria,,,0.009160369,0.000233813064232416,-0.215448515,0.0197266449974941,-0.013072082,0.000376631074634337,,,-0.014252023,0.00173079577347203,,,,,,,-0.058440391,0.000212948977459269,,,-0.801976138,2.24671339656979,0.280095977,1.46600142995673,PCoA
25,147,"Plant property regulates soil bacterial community structure under altered precipitation regimes in a semi-arid desert grassland, China",JOURNAL OF ARID LAND,2023,Effect of controlled precipitation on soil bacterial community in desert steppe of western Loess Plateau Master thesis,Northwest Normal University,2021,,,,Field,China,36.22,103.78,1941,8.4,263,0.2799,Dryland,21.15,33.5,45.35,12.72,1.78,7.146067416,8.47,Grassland,0_10,A,P-,7,D,20,A,3,3,Bacteria,,,0.009160369,0.000464779149172503,-0.103489608,0.0244941366908506,-0.017868254,0.000763701634595978,,,-0.038466281,0.00221259518724011,,,,,,,-0.071538844,0.000296349913809958,,,-0.149666299,2.39970361514293,0.062116217,2.31988027476182,PCoA
25,148,"Plant property regulates soil bacterial community structure under altered precipitation regimes in a semi-arid desert grassland, China",JOURNAL OF ARID LAND,2023,Effect of controlled precipitation on soil bacterial community in desert steppe of western Loess Plateau Master thesis,Northwest Normal University,2021,,,,Field,China,36.22,103.78,1941,8.4,263,0.2799,Dryland,21.15,33.5,45.35,12.72,1.78,7.146067416,8.47,Grassland,0_10,A,P+,7,D,20,A,3,3,Bacteria,,,0.004590674,0.000234519919239761,0.136336444,0.0300847588020903,-0.001181335,0.000418721041831576,,,-0.158089243,0.00500223866130256,,,,,,,-0.011622744,0.00031934775596404,,,-0.101776276,3.77206734652534,0.092928398,3.11361477953003,PCoA
25,149,"Plant property regulates soil bacterial community structure under altered precipitation regimes in a semi-arid desert grassland, China",JOURNAL OF ARID LAND,2023,Effect of controlled precipitation on soil bacterial community in desert steppe of western Loess Plateau Master thesis,Northwest Normal University,2021,,,,Field,China,36.22,103.78,1941,8.4,263,0.2799,Dryland,21.15,33.5,45.35,12.72,1.78,7.146067416,8.47,Grassland,0_10,A,P+,7,D,40,C,3,3,Bacteria,,,0.014163033,0.000233046607903042,0.214114145,0.0256065287864464,-0.010682594,0.000328254648528423,,,0.01792023,0.00251937295032366,,,,,,,0.006554964,0.00022910419656115,,,-0.448260095,1.76423804565529,0.109629277,1.71171435231222,PCoA
26,150,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,3,B,60,D,4,4,Bacteria,,,-0.006006024,0.00059063921308464,,,,,,,,,,,,,,,,,,,-0.11775644,0.723441675975887,-0.089812185,0.780730944970605,NMDS
26,151,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,3,B,30,B,4,4,Bacteria,,,-0.002998503,0.000561267719357269,,,,,,,,,,,,,,,,,,,0.50945853,1.06360766571393,-0.083416027,1.15462586241488,NMDS
26,152,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,3,B,30,B,4,4,Bacteria,,,0.008941937,0.00044721233577054,,,,,,,,,,,,,,,,,,,0.663017255,1.12365283506071,0.132931686,1.01267999009573,NMDS
26,153,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,3,B,60,D,4,4,Bacteria,,,-0.010534334,0.000792709785373673,,,,,,,,,,,,,,,,,,,-0.104840299,0.792334576256991,0.085496387,0.690750944956585,NMDS
26,154,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,3,B,60,D,4,4,Fungi,,,-0.066532846,0.00994349340912313,,,,,,,,,,,,,,,,,,,-0.820425734,0.521131190430958,0.220619804,0.499528104392353,NMDS
26,155,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,3,B,30,B,4,4,Fungi,,,-0.013889112,0.00438966060146307,,,,,,,,,,,,,,,,,,,0.049783796,0.823942592793022,0.189202483,0.743242262105525,NMDS
26,156,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,3,B,30,B,4,4,Fungi,,,-0.137809826,0.0086983416931185,,,,,,,,,,,,,,,,,,,-0.095779496,0.687427412784069,0.253555024,0.652717432355893,NMDS
26,157,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,3,B,60,D,4,4,Fungi,,,-0.151090234,0.00902229765358375,,,,,,,,,,,,,,,,,,,-0.577066463,0.648403216669175,0.181514239,0.545986405906091,NMDS
26,158,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,4,C,60,D,4,4,Bacteria,,,-0.006069821,0.00037401732131367,,,,,,,,,,,,,,,,,,,-0.531286085,1.2312305622059,0.058331964,0.975203242045057,NMDS
26,159,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,4,C,30,B,4,4,Bacteria,,,-0.004548909,0.000315748078941168,,,,,,,,,,,,,,,,,,,0.491317447,2.2513056339298,0.156416795,1.98327310843036,NMDS
26,160,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,4,C,30,B,4,4,Bacteria,,,0.00452831,0.00048377860883286,,,,,,,,,,,,,,,,,,,0.190322283,1.33451811449934,-0.171997507,1.73944456958601,NMDS
26,161,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,4,C,60,D,4,4,Bacteria,,,0.006033201,0.000341595807006485,,,,,,,,,,,,,,,,,,,-0.377748216,1.28842535186308,-0.11738136,1.34128690648339,NMDS
26,162,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,4,C,60,D,4,4,Fungi,,,-0.113523826,0.00365093644447237,,,,,,,,,,,,,,,,,,,-0.311616136,1.70054226900089,0.206252119,1.37524048689566,NMDS
26,163,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,4,C,30,B,4,4,Fungi,,,-0.086568016,0.00655915402998226,,,,,,,,,,,,,,,,,,,-0.499914861,1.96950507381501,-0.008185133,2.29657889597275,NMDS
26,164,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,4,C,30,B,4,4,Fungi,,,-0.254105777,0.0129096074930394,,,,,,,,,,,,,,,,,,,-0.204054736,1.63362124799968,0.05506804,1.34197991501526,NMDS
26,165,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,4,C,60,D,4,4,Fungi,,,-0.017220598,0.00501723146813678,,,,,,,,,,,,,,,,,,,-0.481814373,1.58113947073748,-0.080885811,1.37680630929536,NMDS
26,166,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,5,C,60,D,4,4,Bacteria,,,-0.004590674,0.000410051541350173,,,,,,,,,,,,,,,,,,,-0.972649155,1.29969765070566,-0.05096682,0.908047644026653,NMDS
26,167,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,5,C,30,B,4,4,Bacteria,,,-0.013835732,0.00065406811939081,,,,,,,,,,,,,,,,,,,-0.925450771,1.51793730273122,0.074723626,1.00038860760229,NMDS
26,168,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,5,C,30,B,4,4,Bacteria,,,0.003048783,0.000232732415752441,,,,,,,,,,,,,,,,,,,-0.090250626,1.92760208816052,0.055603756,2.18256976572857,NMDS
26,169,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,5,C,60,D,4,4,Bacteria,,,-0.021605779,0.000357349589947735,,,,,,,,,,,,,,,,,,,-1.03863568,1.37251707370873,-0.033572138,0.994705481980778,NMDS
26,170,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,5,C,60,D,4,4,Fungi,,,0.022858138,0.00404590480040423,,,,,,,,,,,,,,,,,,,-1.010062095,1.10943023375499,0.027541345,0.538112583225499,NMDS
26,171,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P-,5,C,30,B,4,4,Fungi,,,-0.014556298,0.00297293679980544,,,,,,,,,,,,,,,,,,,-0.383299965,1.33360891399727,-0.06298373,1.14565298952236,NMDS
26,172,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,5,C,30,B,4,4,Fungi,,,0.069763288,0.00252438883706611,,,,,,,,,,,,,,,,,,,-0.324519722,1.34291478443257,0.21637645,1.09909817565938,NMDS
26,173,Population turnover promotes fungal stability in a semi-arid grassland under precipitation shifts,JOURNAL OF PLANT ECOLOGY,2020,,,,,,,Field,China,44.37,117.58,1123,1.6,334,0.272,Dryland,17.85,56.85,25.3,20.4,2.935,6.950596252,7.8,Grassland,0_10,A,P+,5,C,60,D,4,4,Fungi,,,0.014347448,0.00328216965973807,,,,,,,,,,,,,,,,,,,-0.506560377,1.25215869944323,-0.082838157,1.06098188391846,NMDS
27,174,Response of soil fungal community composition and functions on the alteration of precipitation in the grassland of Loess Plateau,SCIENCE OF THE TOTAL ENVIRONMENT,2021,,,,,,,Field,China,36.86,109.32,1171,8.8,485,0.3458,Dryland,17.5,39.5,43,3.98,0.39,10.20512821,8.74,Grassland,0_5,A,P-,2,B,80,E,3,3,Fungi,,,-0.127833372,0.0197490052035507,,,-0.083481106,0.000638645822984104,,,0.364433711,0.0285652404500664,1.088902177,0.000941946093407245,-0.177407542,0.135397825633716,-0.099667485,0.00487542975825186,0.394850907,0.00201500873064582,-0.542176154,0.0351275802940356,0.545438584,0.468210135237701,0.496014234,0.376353263159545,PCA
27,175,Response of soil fungal community composition and functions on the alteration of precipitation in the grassland of Loess Plateau,SCIENCE OF THE TOTAL ENVIRONMENT,2021,,,,,,,Field,China,36.86,109.32,1171,8.8,485,0.3458,Dryland,17.5,39.5,43,3.98,0.39,10.20512821,8.74,Grassland,0_5,A,P-,2,B,40,C,3,3,Fungi,,,-0.037355787,0.00683905178870517,,,-0.017311454,0.000264897204767463,,,0.044233255,0.0266869028622766,0.300695434,0.00128155635192202,0.613720047,0.0828352727694328,-0.074868371,0.00930051694416071,-0.297465134,0.0035386163460651,0.249941744,0.0226857526108344,0.75928365,0.485591294215674,0.478638459,0.320512920571175,PCA
27,176,Response of soil fungal community composition and functions on the alteration of precipitation in the grassland of Loess Plateau,SCIENCE OF THE TOTAL ENVIRONMENT,2021,,,,,,,Field,China,36.86,109.32,1171,8.8,485,0.3458,Dryland,17.5,39.5,43,3.98,0.39,10.20512821,8.74,Grassland,0_5,A,P+,2,B,40,C,3,3,Fungi,,,-0.116533816,0.0315641029237797,,,-0.038488716,0.000598707962825202,,,0.133845414,0.0185833563401174,0.274160212,0.00122885962130562,0.111744038,0.0739258284651467,0.019570096,0.00757896487716957,0.301976782,0.00171357392355578,0.038745767,0.0245322060746641,-0.818099387,0.267583883064671,-0.019291263,0.338712509141243,PCA
